id,full_name,gender,age,email,phone,education,college,iit_iim_nit,serial_entrepreneur,linkedin_profile,experience_years,prev_company,created_at,updated_at
384,Mahesh Khanna,Male,35,mahesh.khanna1@gmail.com,+91-9395347941,B.Sc,BHU,No,No,https://linkedin.com/in/mahesh-khanna-220,17,Amazon,2022-12-10 11:55:48,2024-07-06 16:14:29
385,Ritu Patel,Female,30,ritu.patel20@gmail.com,+91-9943099512,CA,IIT Kharagpur,Yes,No,https://linkedin.com/in/ritu-patel-280,6,None,2016-06-25 01:41:23,2023-10-19 06:27:16
386,Pradeep Basu,Male,25,pradeep.basu95@gmail.com,+91-7225299266,PGDM,IIT Kharagpur,Yes,No,https://linkedin.com/in/pradeep-basu-261,1,BYJU'S,2021-10-10 03:04:57,2023-08-29 23:28:37
387,Gaurav Menon,Male,47,gaurav.menon30@gmail.com,+91-7473017075,PhD,Pune University,No,No,https://linkedin.com/in/gaurav-menon-200,8,None,2020-08-16 06:24:57,2023-08-14 02:30:37
388,Amit Roy,Male,28,amit.roy79@gmail.com,+91-8954170921,MBA,NIT Trichy,Yes,No,https://linkedin.com/in/amit-roy-482,5,BYJU'S,2018-03-06 20:22:17,2023-07-27 10:08:02
389,Nikhil Verma,Male,27,nikhil.verma59@gmail.com,+91-8796257670,MBA,VIT,No,No,https://linkedin.com/in/nikhil-verma-325,10,Paytm,2017-10-04 20:39:57,2023-06-24 18:35:54
390,Ananya Dutta,Female,51,ananya.dutta63@gmail.com,+91-7929613915,B.E,Manipal,No,No,https://linkedin.com/in/ananya-dutta-957,15,Wipro,2016-02-29 23:27:47,2023-09-10 07:20:27
391,Sudha Tiwari,Female,28,sudha.tiwari1@gmail.com,+91-8794316441,B.Tech,XLRI,No,Yes,https://linkedin.com/in/sudha-tiwari-581,24,None,2021-08-27 01:27:33,2024-02-08 15:51:51
392,Pankaj Desai,Male,31,pankaj.desai72@gmail.com,+91-7053356336,B.Com,IIT Madras,Yes,No,https://linkedin.com/in/pankaj-desai-235,12,Wipro,2018-09-06 20:05:01,2024-05-06 21:19:10
393,Dinesh Chaudhary,Male,47,dinesh.chaudhary4@gmail.com,+91-8953526348,CA,XLRI,No,No,https://linkedin.com/in/dinesh-chaudhary-995,23,Zomato,2018-01-27 11:40:29,2024-12-21 20:00:55
394,Deepak Chatterjee,Male,40,deepak.chatterjee38@gmail.com,+91-8829236235,M.Sc,IIT Delhi,Yes,No,https://linkedin.com/in/deepak-chatterjee-906,22,Amazon,2022-12-16 10:47:59,2023-02-26 16:58:43
395,Ashish Patel,Male,27,ashish.patel47@gmail.com,+91-8998675370,B.E,Jadavpur University,No,Yes,https://linkedin.com/in/ashish-patel-474,12,Infosys,2023-04-08 17:45:04,2024-07-28 22:49:13
396,Shreya Pillai,Female,41,shreya.pillai84@gmail.com,+91-9055113777,B.E,IIT Kharagpur,Yes,No,https://linkedin.com/in/shreya-pillai-871,24,None,2018-07-12 10:22:57,2023-10-01 16:43:27
397,Amit Kumar,Male,35,amit.kumar58@gmail.com,+91-9088328665,PGDM,Anna University,No,Yes,https://linkedin.com/in/amit-kumar-581,23,Ola,2023-08-10 17:57:18,2024-04-07 19:23:51
398,Aditya Basu,Male,26,aditya.basu51@gmail.com,+91-7767990928,M.Sc,IIT Madras,Yes,Yes,https://linkedin.com/in/aditya-basu-211,6,Wipro,2017-04-03 22:09:31,2023-06-04 06:33:40
399,Rohit Dutta,Male,45,rohit.dutta17@gmail.com,+91-9035406123,PhD,Amity,No,No,https://linkedin.com/in/rohit-dutta-554,24,None,2016-03-28 09:12:04,2023-01-23 07:53:33
400,Gaurav Tiwari,Male,34,gaurav.tiwari63@gmail.com,+91-9548450006,PGDM,Pune University,No,No,https://linkedin.com/in/gaurav-tiwari-568,10,Paytm,2017-06-24 09:10:50,2023-09-24 07:30:23
401,Ankit Patel,Male,28,ankit.patel37@gmail.com,+91-8958189548,MBA,Anna University,No,No,https://linkedin.com/in/ankit-patel-828,18,Wipro,2018-01-16 05:53:45,2024-12-10 21:50:09
402,Meera Agarwal,Female,25,meera.agarwal74@gmail.com,+91-7543199610,CA,Pune University,No,No,https://linkedin.com/in/meera-agarwal-478,6,TCS,2022-04-22 22:02:42,2023-11-21 11:09:23
403,Harsh Reddy,Male,41,harsh.reddy16@gmail.com,+91-7107052949,B.Com,Delhi University,No,No,https://linkedin.com/in/harsh-reddy-886,5,BYJU'S,2019-08-04 04:00:47,2024-07-13 16:21:41
404,Vivek Kapoor,Male,48,vivek.kapoor86@gmail.com,+91-7631718712,B.E,XLRI,No,No,https://linkedin.com/in/vivek-kapoor-446,23,Amazon,2021-05-15 01:08:43,2024-07-18 03:19:01
405,Pradeep Iyer,Male,38,pradeep.iyer12@gmail.com,+91-8401733322,B.Tech,Anna University,No,No,https://linkedin.com/in/pradeep-iyer-697,17,TCS,2019-02-12 06:01:05,2024-07-05 14:43:42
406,Alok Ghosh,Male,30,alok.ghosh41@gmail.com,+91-9590603471,B.E,SRM,No,Yes,https://linkedin.com/in/alok-ghosh-782,12,Zomato,2017-08-28 22:54:27,2024-01-14 12:23:00
407,Manish Bose,Male,33,manish.bose72@gmail.com,+91-7376233267,B.Sc,VIT,No,No,https://linkedin.com/in/manish-bose-859,14,None,2020-12-17 09:10:51,2024-03-10 23:57:26
408,Seema Tiwari,Female,43,seema.tiwari19@gmail.com,+91-7892424586,M.Sc,IIT Madras,Yes,No,https://linkedin.com/in/seema-tiwari-988,17,Flipkart,2016-09-27 18:48:24,2023-04-01 00:26:40
409,Gaurav Nair,Male,41,gaurav.nair91@gmail.com,+91-9439182043,MBA,VIT,No,No,https://linkedin.com/in/gaurav-nair-290,13,Wipro,2022-03-18 15:02:52,2023-11-06 18:19:31
410,Karan Gupta,Male,49,karan.gupta20@gmail.com,+91-8128189228,M.Sc,IIT Bombay,Yes,No,https://linkedin.com/in/karan-gupta-227,21,None,2019-03-24 13:11:31,2024-12-05 20:15:01
411,Ankit Malhotra,Male,39,ankit.malhotra77@gmail.com,+91-8553745264,B.E,IIT Madras,Yes,No,https://linkedin.com/in/ankit-malhotra-679,14,Wipro,2023-01-16 21:30:44,2023-05-03 11:32:46
412,Dinesh Chopra,Male,29,dinesh.chopra8@gmail.com,+91-7627654163,PhD,XLRI,No,No,https://linkedin.com/in/dinesh-chopra-999,23,Infosys,2020-01-03 05:03:17,2024-01-05 13:40:58
413,Amit Kapoor,Male,33,amit.kapoor82@gmail.com,+91-7329968072,PGDM,Manipal,No,No,https://linkedin.com/in/amit-kapoor-884,21,Infosys,2017-01-22 19:48:10,2024-07-10 10:55:20
414,Nikhil Das,Male,27,nikhil.das75@gmail.com,+91-8510236617,MBA,Amity,No,Yes,https://linkedin.com/in/nikhil-das-240,17,Wipro,2020-03-07 15:26:21,2023-06-16 03:13:09
415,Seema Menon,Female,49,seema.menon79@gmail.com,+91-9962036342,PGDM,Amity,No,Yes,https://linkedin.com/in/seema-menon-527,15,Amazon,2017-04-22 04:59:01,2024-05-06 11:19:44
416,Rajesh Mukherjee,Male,52,rajesh.mukherjee67@gmail.com,+91-8469072661,MBA,FMS Delhi,No,No,https://linkedin.com/in/rajesh-mukherjee-129,24,Amazon,2018-06-29 04:54:44,2023-05-26 22:14:19
417,Nisha Verma,Female,26,nisha.verma89@gmail.com,+91-7479843174,M.Tech,BHU,No,Yes,https://linkedin.com/in/nisha-verma-893,16,None,2020-11-01 01:12:06,2023-02-03 21:32:37
418,Vivek Agarwal,Male,32,vivek.agarwal9@gmail.com,+91-8295558864,B.Tech,IIT Delhi,Yes,Yes,https://linkedin.com/in/vivek-agarwal-901,4,Paytm,2018-04-21 18:57:12,2023-07-09 21:22:01
419,Rajesh Malhotra,Male,42,rajesh.malhotra46@gmail.com,+91-7689588485,PGDM,Anna University,No,No,https://linkedin.com/in/rajesh-malhotra-617,19,Amazon,2017-02-09 18:48:00,2024-06-25 06:45:12
420,Sanjay Modi,Male,24,sanjay.modi28@gmail.com,+91-9165502207,CA,IIT Kharagpur,Yes,No,https://linkedin.com/in/sanjay-modi-814,19,Infosys,2020-12-05 21:06:11,2023-12-30 12:27:13
421,Shweta Agarwal,Female,48,shweta.agarwal16@gmail.com,+91-9001032544,M.Tech,Pune University,No,No,https://linkedin.com/in/shweta-agarwal-607,25,Flipkart,2023-11-26 09:35:46,2023-02-11 02:20:31
422,Deepak Kapoor,Male,38,deepak.kapoor95@gmail.com,+91-8340059485,CA,FMS Delhi,No,No,https://linkedin.com/in/deepak-kapoor-667,14,Wipro,2020-10-18 06:54:04,2024-05-02 21:23:11
423,Kunal Desai,Male,45,kunal.desai51@gmail.com,+91-8881446290,PGDM,IIT Kharagpur,Yes,Yes,https://linkedin.com/in/kunal-desai-222,5,Zomato,2020-06-28 22:37:06,2023-06-22 02:23:12
424,Aditya Dubey,Male,51,aditya.dubey16@gmail.com,+91-8000167474,B.Com,Jadavpur University,No,No,https://linkedin.com/in/aditya-dubey-385,25,None,2022-07-11 18:17:48,2024-10-21 12:22:30
425,Vivek Trivedi,Male,32,vivek.trivedi99@gmail.com,+91-8952641348,M.Tech,IIM Ahmedabad,Yes,Yes,https://linkedin.com/in/vivek-trivedi-356,16,BYJU'S,2018-08-03 20:08:01,2023-04-12 23:03:53
426,Vivek Gupta,Male,29,vivek.gupta78@gmail.com,+91-9917160520,PhD,Jadavpur University,No,No,https://linkedin.com/in/vivek-gupta-410,20,Paytm,2017-01-29 02:42:48,2024-06-16 15:50:29
427,Swati Desai,Female,39,swati.desai34@gmail.com,+91-9329753974,PhD,Manipal,No,Yes,https://linkedin.com/in/swati-desai-882,2,Zomato,2017-05-02 12:28:20,2024-01-21 14:29:02
428,Sanjay Bhatt,Male,45,sanjay.bhatt91@gmail.com,+91-7704994153,CA,Delhi University,No,No,https://linkedin.com/in/sanjay-bhatt-237,10,None,2020-05-12 15:48:07,2024-08-05 21:31:42
429,Vivek Bhatt,Male,51,vivek.bhatt65@gmail.com,+91-7239389148,B.Com,IIM Bangalore,Yes,No,https://linkedin.com/in/vivek-bhatt-606,19,Zomato,2022-12-01 21:22:49,2023-10-19 10:03:01
430,Rajesh Das,Male,35,rajesh.das4@gmail.com,+91-9685011686,PhD,XLRI,No,No,https://linkedin.com/in/rajesh-das-199,14,Flipkart,2020-01-03 13:22:03,2024-11-08 07:15:15
431,Shiv Mehta,Male,46,shiv.mehta40@gmail.com,+91-7491650481,PhD,IIT Madras,Yes,No,https://linkedin.com/in/shiv-mehta-120,18,Flipkart,2016-06-02 14:42:55,2024-03-08 18:32:57
432,Nikhil Gupta,Male,46,nikhil.gupta76@gmail.com,+91-7095504800,PhD,SRM,No,No,https://linkedin.com/in/nikhil-gupta-684,13,Flipkart,2022-06-03 03:51:31,2023-04-13 22:43:13
433,Vivek Trivedi,Male,49,vivek.trivedi22@gmail.com,+91-9640665603,M.Sc,Pune University,No,No,https://linkedin.com/in/vivek-trivedi-546,7,BYJU'S,2023-02-15 02:53:54,2024-07-02 06:18:16
434,Rohit Chaudhary,Male,36,rohit.chaudhary80@gmail.com,+91-7394955891,B.E,NIT Warangal,Yes,Yes,https://linkedin.com/in/rohit-chaudhary-706,11,Wipro,2016-10-02 18:51:33,2024-05-01 13:13:22
435,Mahesh Khanna,Male,40,mahesh.khanna56@gmail.com,+91-9849524815,PGDM,Delhi University,No,No,https://linkedin.com/in/mahesh-khanna-304,14,Zomato,2018-10-26 19:32:29,2024-11-18 17:11:56
436,Mahesh Pandya,Male,51,mahesh.pandya74@gmail.com,+91-9144063281,B.Sc,IIM Bangalore,Yes,No,https://linkedin.com/in/mahesh-pandya-374,21,Ola,2022-11-21 13:59:36,2024-10-03 01:33:12
437,Pankaj Mishra,Male,31,pankaj.mishra96@gmail.com,+91-9943369572,M.Sc,IIM Ahmedabad,Yes,No,https://linkedin.com/in/pankaj-mishra-520,11,Amazon,2023-02-09 06:54:26,2023-10-01 09:41:10
438,Kunal Dubey,Male,31,kunal.dubey31@gmail.com,+91-7487730383,MBA,Jadavpur University,No,No,https://linkedin.com/in/kunal-dubey-128,8,None,2019-06-25 14:31:35,2024-03-22 13:41:57
439,Aditya Reddy,Male,32,aditya.reddy4@gmail.com,+91-8109805988,M.Sc,IIM Ahmedabad,Yes,No,https://linkedin.com/in/aditya-reddy-759,2,None,2021-06-13 00:03:55,2023-03-27 10:38:19
440,Ashish Dutta,Male,52,ashish.dutta86@gmail.com,+91-9823642917,M.Tech,Anna University,No,No,https://linkedin.com/in/ashish-dutta-959,24,Infosys,2018-08-24 03:36:47,2024-05-27 03:33:42
441,Vivek Mehta,Male,31,vivek.mehta16@gmail.com,+91-8346087107,PhD,FMS Delhi,No,No,https://linkedin.com/in/vivek-mehta-925,24,None,2018-08-24 13:13:09,2023-04-20 05:13:17
442,Gaurav Chopra,Male,51,gaurav.chopra8@gmail.com,+91-9106074066,PGDM,XLRI,No,No,https://linkedin.com/in/gaurav-chopra-816,4,Flipkart,2022-02-13 13:30:43,2023-09-10 08:56:50
443,Neha Shah,Female,46,neha.shah40@gmail.com,+91-7090513024,B.E,Anna University,No,Yes,https://linkedin.com/in/neha-shah-961,24,None,2016-08-11 22:58:50,2024-11-18 07:16:35
444,Rohit Das,Male,52,rohit.das69@gmail.com,+91-8015252510,CA,IIT Kharagpur,Yes,No,https://linkedin.com/in/rohit-das-108,13,Wipro,2019-05-17 02:59:52,2023-08-30 09:13:55
445,Vandana Mukherjee,Female,44,vandana.mukherjee99@gmail.com,+91-9767803644,B.Com,Pune University,No,Yes,https://linkedin.com/in/vandana-mukherjee-380,3,None,2021-07-06 15:47:26,2023-12-07 22:27:56
446,Sidharth Reddy,Male,46,sidharth.reddy65@gmail.com,+91-7285045092,PhD,BITS Pilani,Yes,No,https://linkedin.com/in/sidharth-reddy-716,24,Ola,2019-08-31 14:44:01,2023-02-23 20:41:11
447,Mohit Verma,Male,24,mohit.verma26@gmail.com,+91-9698511953,M.Sc,Jadavpur University,No,No,https://linkedin.com/in/mohit-verma-689,3,Amazon,2017-10-08 07:33:45,2024-10-26 04:54:38
448,Mohit Banerjee,Male,38,mohit.banerjee95@gmail.com,+91-7573420239,M.Sc,SRM,No,No,https://linkedin.com/in/mohit-banerjee-803,19,Flipkart,2019-02-28 06:05:26,2024-01-12 05:25:56
449,Sidharth Chaudhary,Male,31,sidharth.chaudhary3@gmail.com,+91-9398868010,B.E,IIT Bombay,Yes,No,https://linkedin.com/in/sidharth-chaudhary-191,15,TCS,2018-12-08 22:54:10,2023-02-20 12:39:27
450,Rajesh Mehta,Male,35,rajesh.mehta73@gmail.com,+91-7504016658,B.Tech,IIM Bangalore,Yes,No,https://linkedin.com/in/rajesh-mehta-891,15,None,2021-07-17 03:14:45,2023-07-28 06:55:52
451,Rohit Desai,Male,36,rohit.desai56@gmail.com,+91-7887365823,B.E,IIM Ahmedabad,Yes,No,https://linkedin.com/in/rohit-desai-943,10,None,2023-08-05 06:26:11,2024-02-23 04:01:18
452,Karan Yadav,Male,38,karan.yadav48@gmail.com,+91-9503549632,CA,NIT Warangal,Yes,Yes,https://linkedin.com/in/karan-yadav-110,16,Infosys,2019-08-17 22:25:43,2023-08-06 22:24:45
453,Ravi Dubey,Male,32,ravi.dubey13@gmail.com,+91-9392296673,B.Tech,IIT Madras,Yes,Yes,https://linkedin.com/in/ravi-dubey-440,8,BYJU'S,2019-12-22 19:42:51,2024-09-04 22:47:51
454,Rahul Chopra,Male,40,rahul.chopra49@gmail.com,+91-8299259176,B.Com,FMS Delhi,No,No,https://linkedin.com/in/rahul-chopra-235,18,Google,2022-07-05 05:16:10,2024-05-30 15:59:21
455,Rajesh Mehta,Male,34,rajesh.mehta56@gmail.com,+91-7609008040,M.Sc,Manipal,No,Yes,https://linkedin.com/in/rajesh-mehta-420,2,Infosys,2021-08-06 08:47:23,2024-03-16 09:57:56
456,Pradeep Chopra,Male,40,pradeep.chopra56@gmail.com,+91-7708600119,PhD,Pune University,No,No,https://linkedin.com/in/pradeep-chopra-882,5,Ola,2023-05-16 20:51:28,2023-02-24 06:09:03
457,Divya Singh,Female,39,divya.singh21@gmail.com,+91-9006320271,B.Com,BITS Pilani,Yes,Yes,https://linkedin.com/in/divya-singh-606,2,BYJU'S,2019-12-31 22:35:31,2024-04-13 15:07:54
458,Pooja Bose,Female,26,pooja.bose37@gmail.com,+91-7775907148,MBA,NIT Trichy,Yes,No,https://linkedin.com/in/pooja-bose-676,22,Paytm,2018-05-19 18:00:33,2024-08-07 05:26:58
459,Karan Desai,Male,45,karan.desai43@gmail.com,+91-7111506668,M.Sc,IIT Kharagpur,Yes,Yes,https://linkedin.com/in/karan-desai-503,12,Paytm,2017-03-10 10:09:01,2023-03-25 14:53:45
460,Pankaj Malhotra,Male,43,pankaj.malhotra43@gmail.com,+91-7188321417,B.E,IIT Bombay,Yes,No,https://linkedin.com/in/pankaj-malhotra-432,24,None,2022-05-20 04:13:55,2023-02-19 20:18:20
461,Ravi Kumar,Male,41,ravi.kumar49@gmail.com,+91-7397503555,B.Com,FMS Delhi,No,No,https://linkedin.com/in/ravi-kumar-282,8,None,2020-06-21 02:01:54,2023-08-02 05:24:49
462,Rohit Mishra,Male,27,rohit.mishra63@gmail.com,+91-8856965264,M.Sc,Delhi University,No,No,https://linkedin.com/in/rohit-mishra-467,22,Amazon,2020-02-14 16:12:31,2024-04-01 12:30:17
463,Vikram Roy,Male,49,vikram.roy79@gmail.com,+91-7800392193,B.Com,Anna University,No,No,https://linkedin.com/in/vikram-roy-195,2,Ola,2019-10-31 14:43:14,2024-10-25 21:45:09
464,Alok Pandya,Male,26,alok.pandya60@gmail.com,+91-8878427679,M.Tech,Delhi University,No,No,https://linkedin.com/in/alok-pandya-407,5,Infosys,2023-09-03 09:53:15,2024-06-19 13:18:36
465,Harsh Kumar,Male,25,harsh.kumar14@gmail.com,+91-9193231853,B.Com,Manipal,No,No,https://linkedin.com/in/harsh-kumar-196,15,None,2022-05-17 08:22:16,2024-08-22 02:49:32
466,Arjun Basu,Male,29,arjun.basu51@gmail.com,+91-7194384710,M.Tech,IIM Bangalore,Yes,No,https://linkedin.com/in/arjun-basu-997,23,Wipro,2019-07-09 18:46:29,2024-11-17 14:39:51
467,Suresh Nair,Male,30,suresh.nair11@gmail.com,+91-9594387328,M.Sc,IIM Bangalore,Yes,Yes,https://linkedin.com/in/suresh-nair-544,18,Google,2016-01-24 12:07:00,2023-06-25 20:30:29
468,Dinesh Dubey,Male,47,dinesh.dubey39@gmail.com,+91-9656434573,B.E,SRM,No,No,https://linkedin.com/in/dinesh-dubey-807,22,None,2023-07-28 12:51:19,2023-03-31 04:08:00
469,Pooja Gupta,Female,46,pooja.gupta4@gmail.com,+91-7898633785,CA,NIT Trichy,Yes,No,https://linkedin.com/in/pooja-gupta-765,8,Zomato,2023-01-08 17:12:05,2023-11-05 14:09:30
470,Rahul Agarwal,Male,29,rahul.agarwal95@gmail.com,+91-8912402662,CA,IIM Ahmedabad,Yes,No,https://linkedin.com/in/rahul-agarwal-120,15,Paytm,2018-09-20 06:18:36,2024-02-06 01:21:00
471,Mahesh Roy,Male,37,mahesh.roy95@gmail.com,+91-9485331230,B.E,SRM,No,No,https://linkedin.com/in/mahesh-roy-137,16,Zomato,2021-06-14 16:37:46,2024-09-18 21:57:52
472,Karan Patel,Male,40,karan.patel55@gmail.com,+91-9475633552,PhD,IIT Bombay,Yes,Yes,https://linkedin.com/in/karan-patel-374,21,Zomato,2021-04-22 03:31:39,2024-10-23 11:28:44
473,Rahul Reddy,Male,33,rahul.reddy61@gmail.com,+91-8476813297,CA,NIT Trichy,Yes,No,https://linkedin.com/in/rahul-reddy-619,8,Paytm,2023-09-06 10:58:38,2024-11-03 14:08:56
474,Ravi Sen,Male,37,ravi.sen61@gmail.com,+91-7695895299,B.E,Anna University,No,No,https://linkedin.com/in/ravi-sen-389,23,None,2016-12-19 21:30:08,2023-06-27 06:10:38
475,Arjun Dutta,Male,39,arjun.dutta31@gmail.com,+91-7899507630,PGDM,Delhi University,No,Yes,https://linkedin.com/in/arjun-dutta-118,12,Wipro,2020-01-02 21:10:11,2024-05-30 01:51:04
476,Gaurav Agarwal,Male,43,gaurav.agarwal16@gmail.com,+91-9413691946,B.Sc,NIT Warangal,Yes,No,https://linkedin.com/in/gaurav-agarwal-364,11,None,2019-12-26 01:49:56,2024-07-24 08:57:09
477,Varun Patel,Male,38,varun.patel97@gmail.com,+91-7476444349,M.Tech,VIT,No,Yes,https://linkedin.com/in/varun-patel-943,18,Google,2021-09-08 03:10:40,2023-05-01 06:58:23
478,Usha Kapoor,Female,46,usha.kapoor98@gmail.com,+91-9172809426,CA,VIT,No,Yes,https://linkedin.com/in/usha-kapoor-257,21,Flipkart,2019-10-02 04:07:54,2023-07-26 14:26:49
479,Karan Shah,Male,34,karan.shah65@gmail.com,+91-7735563832,M.Tech,Delhi University,No,No,https://linkedin.com/in/karan-shah-481,23,None,2020-08-26 11:40:42,2023-09-09 04:48:48
480,Mohit Iyer,Male,28,mohit.iyer53@gmail.com,+91-8757970136,CA,BHU,No,No,https://linkedin.com/in/mohit-iyer-130,15,Infosys,2016-02-10 22:51:33,2023-03-13 02:21:20
481,Ankit Reddy,Male,37,ankit.reddy51@gmail.com,+91-7159316365,MBA,IIT Delhi,Yes,Yes,https://linkedin.com/in/ankit-reddy-746,23,None,2023-05-28 16:18:26,2024-02-16 21:44:35
482,Ravi Banerjee,Male,35,ravi.banerjee36@gmail.com,+91-9266848252,B.E,IIT Bombay,Yes,No,https://linkedin.com/in/ravi-banerjee-817,13,BYJU'S,2023-03-22 06:56:34,2024-10-01 19:41:28
483,Ashish Ghosh,Male,48,ashish.ghosh39@gmail.com,+91-7361983810,B.Tech,NIT Trichy,Yes,No,https://linkedin.com/in/ashish-ghosh-499,24,None,2017-05-31 16:34:18,2023-08-07 02:32:35
484,Alok Chatterjee,Male,48,alok.chatterjee3@gmail.com,+91-7119791902,PGDM,IIM Bangalore,Yes,No,https://linkedin.com/in/alok-chatterjee-347,25,Wipro,2020-09-27 16:07:46,2023-03-03 11:16:40
485,Arjun Patel,Male,48,arjun.patel58@gmail.com,+91-8279733229,B.E,IIT Kharagpur,Yes,Yes,https://linkedin.com/in/arjun-patel-564,11,TCS,2022-07-10 18:45:57,2024-10-04 21:34:54
486,Neha Khanna,Female,33,neha.khanna87@gmail.com,+91-7601172960,B.Com,XLRI,No,No,https://linkedin.com/in/neha-khanna-207,11,Ola,2022-07-13 06:52:49,2024-01-05 14:06:09
487,Sidharth Dutta,Male,26,sidharth.dutta8@gmail.com,+91-8824874609,MBA,IIT Madras,Yes,No,https://linkedin.com/in/sidharth-dutta-319,15,Amazon,2020-02-21 21:33:25,2024-08-25 17:33:49
488,Dinesh Chopra,Male,42,dinesh.chopra82@gmail.com,+91-8818584477,CA,SRM,No,No,https://linkedin.com/in/dinesh-chopra-849,14,Infosys,2017-08-14 16:08:31,2024-12-29 14:08:45
489,Varun Rao,Male,38,varun.rao5@gmail.com,+91-7673621345,PGDM,SRM,No,No,https://linkedin.com/in/varun-rao-221,20,Zomato,2017-03-27 03:23:36,2023-10-24 01:33:09
490,Manish Khanna,Male,35,manish.khanna38@gmail.com,+91-9087034313,B.Tech,Delhi University,No,No,https://linkedin.com/in/manish-khanna-245,19,Zomato,2016-07-18 09:56:18,2023-08-09 05:52:47
491,Rahul Agarwal,Male,41,rahul.agarwal9@gmail.com,+91-7191909783,B.Com,Anna University,No,No,https://linkedin.com/in/rahul-agarwal-686,10,Paytm,2021-01-26 10:50:24,2024-05-01 23:53:38
492,Kiran Verma,Female,40,kiran.verma98@gmail.com,+91-8932432000,CA,VIT,No,No,https://linkedin.com/in/kiran-verma-987,24,Flipkart,2016-12-31 19:42:39,2024-02-24 12:14:57
493,Suresh Modi,Male,25,suresh.modi95@gmail.com,+91-8191316960,M.Tech,VIT,No,No,https://linkedin.com/in/suresh-modi-824,1,Paytm,2023-01-24 22:19:35,2024-10-22 03:41:35
494,Aditya Yadav,Male,41,aditya.yadav97@gmail.com,+91-7227093741,B.E,XLRI,No,No,https://linkedin.com/in/aditya-yadav-868,16,Ola,2016-03-17 03:42:59,2024-06-28 05:01:17
495,Meera Tiwari,Female,38,meera.tiwari69@gmail.com,+91-9606421620,PhD,IIT Madras,Yes,No,https://linkedin.com/in/meera-tiwari-703,2,BYJU'S,2016-04-05 10:27:11,2024-02-29 00:55:33
496,Deepak Chopra,Male,26,deepak.chopra13@gmail.com,+91-9326924276,MBA,IIT Kharagpur,Yes,No,https://linkedin.com/in/deepak-chopra-247,6,Wipro,2017-01-02 04:19:26,2024-11-25 05:03:39
497,Sanjay Gupta,Male,46,sanjay.gupta39@gmail.com,+91-8674778305,M.Tech,IIT Delhi,Yes,No,https://linkedin.com/in/sanjay-gupta-245,14,Flipkart,2018-11-22 12:52:57,2023-05-04 01:12:15
498,Smita Trivedi,Female,48,smita.trivedi50@gmail.com,+91-7494270721,M.Sc,Manipal,No,Yes,https://linkedin.com/in/smita-trivedi-425,15,Ola,2020-07-25 02:30:01,2024-02-22 20:14:58
499,Nikhil Bhatt,Male,42,nikhil.bhatt32@gmail.com,+91-9382450355,MBA,IIT Kharagpur,Yes,No,https://linkedin.com/in/nikhil-bhatt-681,14,BYJU'S,2016-12-09 20:32:13,2023-05-26 11:34:10
500,Sunita Roy,Female,41,sunita.roy6@gmail.com,+91-7004299516,CA,VIT,No,No,https://linkedin.com/in/sunita-roy-768,6,Google,2016-09-03 15:17:38,2023-09-14 21:24:22
501,Geeta Trivedi,Female,33,geeta.trivedi21@gmail.com,+91-9293896030,B.E,IIT Delhi,Yes,Yes,https://linkedin.com/in/geeta-trivedi-407,3,Zomato,2023-10-31 03:53:08,2024-07-23 08:56:27
502,Asha Trivedi,Female,49,asha.trivedi88@gmail.com,+91-8471607210,M.Sc,Pune University,No,No,https://linkedin.com/in/asha-trivedi-379,8,None,2019-08-10 10:13:29,2024-09-05 10:01:58
503,Anjali Sharma,Female,43,anjali.sharma1@gmail.com,+91-7041139816,MBA,SRM,No,No,https://linkedin.com/in/anjali-sharma-669,23,None,2021-06-25 12:34:05,2024-10-26 20:04:34
504,Ashish Mukherjee,Male,45,ashish.mukherjee46@gmail.com,+91-8616524533,B.E,IIT Kharagpur,Yes,No,https://linkedin.com/in/ashish-mukherjee-496,6,None,2023-10-26 00:07:29,2024-01-15 06:28:00
505,Usha Gupta,Female,48,usha.gupta88@gmail.com,+91-8536829594,B.Sc,BITS Pilani,Yes,Yes,https://linkedin.com/in/usha-gupta-935,20,None,2019-05-26 22:14:14,2024-05-20 11:02:17
506,Ashish Dubey,Male,30,ashish.dubey26@gmail.com,+91-9742062207,B.Com,IIT Bombay,Yes,Yes,https://linkedin.com/in/ashish-dubey-990,9,Paytm,2021-08-11 15:10:35,2023-07-18 21:47:36
507,Ananya Tiwari,Female,28,ananya.tiwari17@gmail.com,+91-8115078625,B.E,IIT Madras,Yes,No,https://linkedin.com/in/ananya-tiwari-635,24,None,2019-01-28 06:54:43,2023-01-24 22:43:34
508,Kunal Bhatt,Male,52,kunal.bhatt1@gmail.com,+91-8834442705,B.Tech,VIT,No,No,https://linkedin.com/in/kunal-bhatt-542,14,Wipro,2017-05-13 21:33:29,2024-05-22 11:33:48
509,Ashish Iyer,Male,25,ashish.iyer54@gmail.com,+91-9286684757,CA,BITS Pilani,Yes,No,https://linkedin.com/in/ashish-iyer-105,13,TCS,2019-10-02 02:56:36,2023-01-26 23:14:44
510,Vikram Pillai,Male,30,vikram.pillai43@gmail.com,+91-8334901018,M.Tech,IIM Bangalore,Yes,Yes,https://linkedin.com/in/vikram-pillai-128,16,Zomato,2016-04-08 18:51:40,2023-12-09 08:15:06
